Country,City,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,SO2,Continent
Mexico,Salamanca,Unhealthy,3,9,10,137,2,North America
Mexico,Salamanca,Unhealthy,3,9,10,137,2,North America
Russian Federation,Salekhard,Good,1,19,0,11,0,Europe
Uzbekistan,Samarkand,Unhealthy,1,52,1,108,1,Asia
United States of America,Daphne,Moderate,1,29,2,72,1,North America
India,Datia,Unhealthy,1,48,0,226,2,Asia
United States of America,Deerfield,Moderate,2,27,13,57,2,North America
Germany,Demmin,Good,0,35,1,20,1,Europe
Pakistan,Dera Ismail Khan,Unhealthy,2,107,0,180,6,Asia
India,Devanhalli,Moderate,0,21,0,65,2,Asia
Senegal,Diourbel,Unhealthy,2,13,4,154,1,Africa
Japan,Sasaguri,Good,1,49,3,43,10,Asia
Germany,Schenefeld,Good,1,43,0,25,1,Europe
United States of America,Sebastian,Good,1,43,2,23,0,North America
Peru,Sechura,Good,0,24,0,49,0,South America
South Africa,Secunda,Unhealthy,2,0,23,154,27,Africa
Germany,Sehnde,Good,1,44,0,32,2,Europe
Republic of Korea,Seoul,Unhealthy,27,0,91,415,9,Asia
Italy,Sesto Calende,Moderate,1,59,0,96,1,Europe
Japan,Seto,Unhealthy,3,6,19,112,7,Asia
France,Woippy,Moderate,1,56,0,69,2,Europe
United States of America,Wood River,Moderate,2,41,6,82,1,North America
Cameroon,Wum,Moderate,1,15,0,54,0,Africa
Azerbaijan,Xudat,Good,1,31,0,39,2,Asia
Ukraine,Yahotyn,Good,1,43,0,24,1,Europe
Burkina Faso,Yako,Moderate,1,34,0,74,0,Africa
United States of America,West Haverstraw,Moderate,1,44,1,51,4,North America
United States of America,West Point,Moderate,1,49,1,60,2,North America
United States of America,West Point,Moderate,1,49,1,60,2,North America
United States of America,Western Springs,Moderate,1,32,5,57,2,North America
United States of America,Westford,Good,1,35,1,41,1,North America
United States of America,Williamsburg,Good,1,42,2,50,5,North America
United States of America,Winter Haven,Moderate,1,86,1,19,1,North America
United States of America,Wisconsin Rapids,Moderate,1,29,0,53,1,North America
United States of America,Michigan City,Good,1,41,3,24,2,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
United States of America,Middletown,Good,1,29,8,48,3,North America
Japan,Mihara,Good,1,34,5,36,4,Asia
United States of America,Milford Mill,Moderate,1,45,4,58,8,North America
Cabo Verde,Mindelo,Good,0,36,0,27,0,Africa
Japan,Minokamo,Good,1,42,1,31,5,Asia
India,Mirganj,Unhealthy,4,168,1,165,5,Asia
Dominican Republic,Moca,Moderate,1,12,10,74,1,North America
Italy,Modugno,Moderate,1,45,3,62,1,Europe
Russian Federation,Mogocha,Good,1,31,0,20,1,Europe
Spain,Moncada,Good,1,28,1,27,3,Europe
Spain,Moncada,Good,1,28,1,27,3,Europe
Spain,Moncada,Good,1,28,1,27,3,Europe
Italy,Monfalcone,Moderate,1,44,2,64,2,Europe
Mexico,Montemorelos,Moderate,1,11,2,80,1,North America
United States of America,Moorhead,Good,1,43,1,50,0,North America
Madagascar,Morondava,Moderate,1,22,0,64,0,Africa
Italy,Mortara,Moderate,2,32,6,74,1,Europe
United States of America,Moses Lake,Good,1,32,1,15,0,North America
United Republic of Tanzania,Moshi,Good,1,18,0,25,0,Africa
Czechia,Most,Moderate,1,41,2,69,2,Europe
India,Mulgund,Moderate,0,22,0,55,1,Asia
United States of America,Mundelein,Moderate,2,26,13,55,2,North America
Japan,Nagahama,Moderate,1,55,1,40,6,Asia
Kenya,Naivasha,Moderate,2,23,0,60,2,Africa
Thailand,Nakhon Sawan,Good,0,21,0,20,1,Asia
Uzbekistan,Namangan,Unhealthy,1,74,0,151,1,Asia
Mozambique,Nampula,Good,0,20,0,19,0,Africa
Japan,Narita,Good,1,40,1,43,6,Asia
United States of America,Natchez,Moderate,1,17,3,85,1,North America
Argentina,Necochea,Good,0,23,0,17,0,South America
Czechia,Neratovice,Moderate,1,43,2,78,3,Europe
Israel,Nesher,Moderate,1,50,4,61,1,Asia
Germany,Neuenkirchen,Good,0,32,1,20,3,Europe
Germany,Neuenkirchen,Good,0,32,1,20,3,Europe
Germany,Neuss,Good,1,31,3,47,3,Europe
United States of America,New Port Richey,Moderate,1,27,7,63,1,North America
India,Nilakkottai,Moderate,1,30,0,56,3,Asia
Nigeria,Nkpor,Unhealthy,11,18,8,166,1,Africa
Italy,Nocera Superiore,Moderate,1,56,1,50,1,Europe
Italy,Noicattaro,Moderate,1,46,3,60,1,Europe
France,Noisiel,Moderate,1,25,4,62,1,Europe
United States of America,North Fort Myers,Moderate,1,16,10,54,2,North America
United States of America,North Tonawanda,Good,1,27,4,36,2,North America
Mauritania,Nouadhibou,Unhealthy,0,36,0,157,0,Africa
Russian Federation,Novouralsk,Good,1,30,0,27,0,Europe
France,Noyon,Moderate,1,31,3,76,1,Europe
Russian Federation,Nurlat,Good,1,28,0,49,1,Europe
Denmark,Nuuk,Good,1,23,0,17,0,Europe
United States of America,Oak Creek,Moderate,2,26,11,52,1,North America
Japan,Ojiya,Good,1,31,2,20,4,Asia
Ukraine,Okhtyrka,Good,1,40,1,24,0,Europe
United States of America,Old Saybrook,Moderate,2,30,9,58,2,North America
India,Nattam,Moderate,1,34,1,67,3,Asia
United States of America,Collinsville,Moderate,3,5,24,98,2,North America
France,Colombes,Good,1,28,2,31,1,Europe
Peru,Concepcion,Good,0,5,1,24,8,South America
Peru,Concepcion,Good,0,5,1,24,8,South America
Peru,Concepcion,Good,0,5,1,24,8,South America
Brazil,Contagem,Unhealthy,6,0,9,156,1,South America
United States of America,Coral Gables,Moderate,1,12,13,63,1,North America
Canada,Corner Brook,Good,1,35,0,25,1,North America
United States of America,Coronado,Good,1,30,11,38,1,North America
Brazil,Coronel Fabriciano,Moderate,1,3,5,60,0,South America
United States of America,Corvallis,Good,1,15,8,44,9,North America
Italy,Cosenza,Moderate,1,54,0,31,1,Europe
United States of America,Country Club Hills,Moderate,2,18,15,70,2,North America
United States of America,Crest Hill,Moderate,2,18,13,69,1,North America
United States of America,Crestwood,Moderate,2,15,18,73,2,North America
United States of America,Crestwood,Moderate,2,15,18,73,2,North America
France,Creutzwald,Good,0,27,2,20,1,Europe
Cuba,Cueto,Moderate,1,15,8,75,3,North America
Spain,Daimiel,Good,1,24,3,40,1,Europe
United Kingdom of Great Britain and Northern Ireland,Blackpool,Good,0,30,1,21,1,Europe
Russian Federation,Blagodarnyy,Good,1,40,0,25,1,Europe
Brazil,Boa Viagem,Good,1,12,1,34,1,South America
Republic of North Macedonia,Bogovinje,Moderate,1,44,0,60,2,Europe
India,Bolpur,Unhealthy,2,95,2,201,7,Asia
Chad,Bousso,Good,2,7,0,47,0,Africa
Germany,Brackenheim,Good,1,28,2,27,2,Europe
Italy,Brescia,Moderate,1,35,2,59,1,Europe
United States of America,Brockton,Good,1,36,4,43,3,North America
United States of America,Brockton,Good,1,36,4,43,3,North America
United States of America,Brooklyn Park,Moderate,1,40,4,53,1,North America
United States of America,Brooklyn Park,Moderate,1,40,4,53,1,North America
United States of America,Brookside,Moderate,1,31,6,51,1,North America
Russian Federation,Buy,Good,1,21,0,18,1,Europe
Guinea-Bissau,Cacheu,Unhealthy,1,27,1,120,0,Africa
Brazil,Cafarnaum,Good,0,14,0,15,1,South America
Canada,Campbell River,Good,1,33,1,19,0,North America
Brazil,Campestre,Moderate,1,7,4,53,1,South America
Brazil,Campina Grande,Good,0,18,2,43,1,South America
Brazil,Campos Altos,Good,1,8,2,28,1,South America
Brazil,Cantagalo,Moderate,1,13,3,59,1,South America
Brazil,Cantagalo,Moderate,1,13,3,59,1,South America
Spain,Carmona,Good,1,19,4,23,4,Europe
Spain,Carmona,Good,1,19,4,23,4,Europe
United States of America,Carney,Good,1,33,4,50,4,North America
United States of America,Carrollton,Moderate,2,39,8,60,2,North America
United States of America,Carrollton,Moderate,2,39,8,60,2,North America
United States,Carteret,Moderate,1,29,9,56,4,North America
Mexico,Catemaco,Moderate,1,26,2,60,1,North America
United States of America,Daytona Beach,Good,1,33,5,40,1,North America
India,Devarkonda,Moderate,1,27,0,93,1,Asia
Armenia,Dilijan,Good,1,27,0,32,2,Asia
Russian Federation,Divnoye,Good,1,39,0,24,1,Europe
Thailand,Dok Kham Tai,Good,0,24,0,17,1,Asia
United States of America,Chaska,Moderate,1,42,2,52,1,North America
United Kingdom of Great Britain and Northern Ireland,Chatham,Good,1,23,6,26,2,Europe
United Kingdom of Great Britain and Northern Ireland,Chatham,Good,1,23,6,26,2,Europe
United Kingdom of Great Britain and Northern Ireland,Chatham,Good,1,23,6,26,2,Europe
United Kingdom of Great Britain and Northern Ireland,Chatham,Good,1,23,6,26,2,Europe
France,Chauny,Good,1,25,2,31,1,Europe
Russian Federation,Chegem Vtoroy,Good,1,25,4,50,1,Europe
China,Chengde,Moderate,2,70,1,99,6,Asia
Russian Federation,Chernigovka,Good,1,35,0,29,3,Europe
Nicaragua,Chichigalpa,Moderate,1,17,4,66,1,North America
Mexico,Chichihualco,Good,1,11,3,46,1,North America
Mexico,Chicoloapan,Unhealthy,3,10,15,204,4,North America
United States of America,Chubbuck,Moderate,2,3,7,52,0,North America
United States of America,Clarksburg,Good,1,40,2,42,3,North America
United States of America,Clarksburg,Good,1,40,2,42,3,North America
United States of America,Clarksdale,Moderate,1,27,2,55,1,North America
Philippines,Claveria,Moderate,1,23,0,95,1,Asia
Philippines,Claveria,Moderate,1,23,0,95,1,Asia
Philippines,Claveria,Moderate,1,23,0,95,1,Asia
Philippines,Claveria,Moderate,1,23,0,95,1,Asia
China,Dongning,Good,1,35,0,26,0,Asia
Austria,Dornbirn,Good,1,25,3,29,1,Europe
Germany,Dorsten,Good,1,24,3,33,5,Europe
Germany,Dortmund,Good,1,24,3,35,5,Europe
Belgium,Dour,Good,1,23,4,39,2,Europe
United Arab Emirates,Dubai,Unhealthy,1,140,3,152,10,Asia
United States of America,East Point,Moderate,2,28,11,66,2,North America
Canada,Edmundston,Moderate,1,30,0,75,1,North America
Albania,Elbasan,Moderate,1,44,1,71,1,Europe
United States of America,Emporia,Moderate,1,32,3,59,1,North America
China,Encheng,Moderate,2,27,5,64,3,Asia
Nigeria,Enugu,Unhealthy,8,15,6,170,1,Africa
Germany,Eppelborn,Good,1,26,3,28,2,Europe
Germany,Eppstein,Good,0,30,1,28,3,Europe
Italia,Ercolano,Good,1,48,1,30,1,Europe
Finland,Espoo,Good,1,24,8,12,1,Europe
United States of America,Fairmount,Good,1,49,2,32,0,North America
United States of America,Fairmount,Good,1,49,2,32,0,North America
United Kingdom of Great Britain and Northern Ireland,Farnham,Good,1,14,11,29,1,Europe
Bangladesh,Feni,Unhealthy,2,36,2,157,1,Asia
Chad,Fianga,Moderate,2,7,0,58,0,Africa
Germany,Filderstadt,Good,1,26,2,34,2,Europe
Italy,Fiume Veneto,Good,1,46,1,37,1,Europe
United States of America,Florin,Moderate,2,30,12,65,2,North America
Cuba,Fomento,Moderate,1,17,3,56,1,North America
United States of America,Forest Hills,Moderate,2,16,13,72,1,North America
United States of America,Forrest City,Moderate,1,26,2,58,1,North America
Guiné-Bissau,Bolama,Unhealthy,1,24,0,121,0,Africa
United Kingdom of Great Britain and Northern Ireland,Bolton,Good,1,25,3,23,1,Europe
India,Baj Baj,Unhealthy,9,6,21,186,3,Asia
Australia,Ballarat,Good,0,13,6,22,0,Oceania
Thailand,Ban Dung,Moderate,3,8,5,82,1,Asia
Indonesia,Bandung,Unhealthy,11,6,30,198,6,Asia
Dominican Republic,Barahona,Unhealthy,1,29,1,108,4,North America
Guatemala,Barberena,Moderate,1,26,1,63,1,North America
Eritrea,Barentu,Moderate,1,28,0,76,0,Africa
Switzerland,Basel,Moderate,1,52,0,60,1,Europe
Nigeria,Bauchi,Moderate,2,40,0,91,1,Africa
United States of America,Beach Park,Moderate,1,23,4,59,1,North America
Germany,Bebra,Moderate,1,48,0,57,2,Europe
Russian Federation,Belaya Kholunitsa,Good,1,27,1,29,0,Europe
Brazil,Belo Horizonte,Good,1,21,0,41,4,South America
Canada,Beloeil,Good,1,26,1,39,2,North America
Canada,Beloeil,Good,1,26,1,39,2,North America
Russian Federation,Belorechensk,Good,1,47,1,30,1,Europe
United States of America,Bergenfield,Moderate,1,46,3,53,5,North America
Netherlands,Beuningen,Good,1,39,0,39,3,Europe
Netherlands,Beverwijk,Good,1,37,0,31,3,Europe
Japan,Bibai,Good,1,32,3,44,0,Asia
United States of America,Biddeford,Good,1,31,1,28,1,North America
Brazil,Birigui,Moderate,1,24,0,60,1,South America
Russian Federation,Birsk,Good,1,41,0,7,1,Europe
Italy,Bitonto,Moderate,1,53,0,54,1,Europe
United States of America,Bloomfield,Moderate,1,40,3,52,1,North America
United States of America,Bloomfield,Moderate,1,40,3,52,1,North America
Chad,Bol,Moderate,1,17,0,70,0,Africa
Russian Federation,Bolotnoye,Good,1,16,3,43,0,Europe
Brazil,Bom Sucesso,Good,1,23,0,33,1,South America
Brazil,Bonito,Good,1,9,0,35,0,South America
Brazil,Bonito,Good,1,9,0,35,0,South America
Brazil,Bonito,Good,1,9,0,35,0,South America
Brazil,Bonito,Good,1,9,0,35,0,South America
Germany,Bornheim,Moderate,1,48,0,56,2,Europe
Czechia,Boskovice,Moderate,1,45,0,72,1,Europe
Belgium,Boussu,Moderate,1,42,1,55,2,Europe
Italy,Bovolone,Moderate,1,59,0,84,1,Europe
China,Bozhou,Unhealthy,8,44,24,162,6,Asia
France,Bressuire,Good,1,39,0,22,1,Europe
Brazil,Breves,Good,0,14,0,19,1,South America
Barbados,Bridgetown,Moderate,0,24,0,73,1,North America
Barbados,Bridgetown,Moderate,0,24,0,73,1,North America
United States of America,Bridgewater,Good,1,38,2,45,4,North America
United States of America,Bridgewater,Good,1,38,2,45,4,North America
United States of America,Bridgewater,Good,1,38,2,45,4,North America
United Kingdom of Great Britain and Northern Ireland,Brighouse,Good,1,37,1,41,1,Europe
France,Brignais,Moderate,1,58,0,68,1,Europe
Italy,Bronte,Moderate,1,46,0,56,3,Europe
United States,Broome,Good,1,19,0,30,0,North America
Italy,Brunico,Moderate,1,47,0,51,0,Europe
India,Bulandshahr,Unhealthy,5,48,12,170,4,Asia
Germany,Burbach,Moderate,1,48,0,54,2,Europe
Brazil,Buriti Bravo,Good,0,18,0,20,0,South America
Brazil,Buritis,Good,0,19,0,18,4,South America
United States of America,Burlingame,Good,1,34,2,50,1,North America
Democratic Republic of the Congo,Butembo,Good,1,16,0,45,0,Africa
Uganda,Buwenge,Unhealthy,3,16,1,118,0,Africa
Mexico,Calpulalpan,Unhealthy,2,38,3,279,3,North America
Brazil,Cambuquira,Good,1,21,0,42,1,South America
United States of America,Campbell,Good,1,32,3,48,2,North America
United States of America,Cape Canaveral,Moderate,1,87,1,30,1,North America
Venezuela (Bolivarian Republic of),Caraballeda,Moderate,1,43,1,74,1,South America
Brazil,Carangola,Good,0,20,0,24,2,South America
Haiti,Carrefour,Unhealthy,1,38,0,112,2,North America
Brazil,Castanhal,Good,0,18,0,30,0,South America
Italy,Castrolibero,Good,1,49,0,45,1,Europe
Italy,Cesano Maderno,Moderate,1,65,0,92,1,Europe
France,Challans,Good,1,43,0,16,1,Europe
Thailand,Chiang Rai,Moderate,2,13,2,67,1,Asia
Mexico,Chihuahua,Moderate,1,31,1,64,1,North America
Guatemala,Chiquimula,Moderate,1,22,0,56,1,North America
Republic of Moldova,Chisinau,Moderate,1,49,0,55,2,Europe
United Kingdom of Great Britain and Northern Ireland,Christchurch,Good,1,32,2,37,0,Europe
United Kingdom of Great Britain and Northern Ireland,Christchurch,Good,1,32,2,37,0,Europe
Russian Federation,Chudovo,Good,1,29,0,8,0,Europe
Colombia,Cimitarra,Moderate,2,25,0,95,0,South America
United States of America,Cinnaminson,Good,1,48,1,40,3,North America
United States of America,Clark,Good,1,47,2,50,0,North America
Belgium,Aalst,Moderate,1,38,2,51,2,Europe
Iran (Islamic Republic of),Abadan,Unhealthy,1,134,1,164,5,Asia
Russian Federation,Abaza,Good,1,30,0,15,0,Europe
Nigeria,Abuja,Moderate,2,36,0,73,1,Africa
Germany,Achim,Good,0,41,0,26,1,Europe
India,Adalaj,Unhealthy,3,22,11,162,1,Asia
Algeria,Adrar,Unhealthy,0,45,0,106,0,Africa
Russian Federation,Agidel,Good,1,41,0,18,1,Europe
Italy,Agrate Brianza,Moderate,1,64,0,89,1,Europe
Germany,Ahrensburg,Good,1,44,0,22,1,Europe
Hungary,Ajka,Moderate,1,60,0,57,1,Europe
Pakistan,Akora,Unhealthy,5,51,8,182,4,Asia
Pakistan,Akora,Unhealthy,5,51,8,182,4,Asia
Turkey,Aksaray,Good,0,46,0,37,1,Asia
Italy,Alba,Moderate,1,64,0,65,1,Europe
United Kingdom of Great Britain and Northern Ireland,Alfreton,Good,1,33,1,40,1,Europe
Italy,Alghero,Good,1,48,0,27,1,Europe
United States of America,Alice,Good,0,25,1,44,0,North America
Netherlands,Alkmaar,Good,0,37,0,32,2,Europe
Netherlands,Almelo,Good,1,37,0,29,3,Europe
Guatemala,Alotenango,Moderate,2,19,4,88,1,North America
United States of America,Alpena,Moderate,1,28,1,58,1,North America
India,Angul,Unhealthy,3,25,16,150,11,Asia
Ghana,Anloga,Good,0,21,0,22,2,Africa
United States of America,Annandale,Good,1,50,1,38,2,North America
France,Annonay,Moderate,1,51,0,59,1,Europe
Germany,Ansbach,Moderate,1,51,0,65,1,Europe
Brazil,Aracaju,Good,0,22,0,14,1,South America
Brazil,Areal,Good,1,22,1,46,3,South America
Ghana,Asamankese,Good,1,23,0,37,2,Africa
Germany,Aurich,Good,1,37,0,35,1,Europe
Russian Federation,Avtury,Moderate,1,46,1,59,1,Europe
Germany,Bad Mergentheim,Moderate,1,53,0,64,1,Europe
Germany,Bad Orb,Moderate,1,54,0,58,1,Europe
Germany,Bad Segeberg,Good,1,44,0,23,1,Europe
Brazil,Presidente Venceslau,Good,1,10,0,14,1,South America
Canada,Prince Rupert,Good,0,31,0,6,0,North America
United States of America,Princeton,Moderate,1,28,8,53,3,North America
United States of America,Princeton,Moderate,1,28,8,53,3,North America
United States of America,Princeton,Moderate,1,28,8,53,3,North America
Venezuela (Bolivarian Republic of),Puerto Ayacucho,Good,1,2,0,28,0,South America
Poland,Pyrzyce,Good,1,24,4,35,1,Europe
Italy,Quattro Castella,Good,1,36,3,27,1,Europe
Colombia,Quimbaya,Unhealthy,3,0,8,106,1,South America
Ecuador,Quito,Unhealthy,3,0,7,131,1,South America
Italy,Racale,Moderate,1,60,1,70,2,Europe
United States of America,Racine,Moderate,4,3,29,81,1,North America
United States of America,Raymond,Good,1,48,2,42,0,North America
United States of America,Redland,Moderate,1,31,5,54,3,North America
Spain,Requena,Good,1,35,1,26,0,Europe
Spain,Requena,Good,1,35,1,26,0,Europe
Italy,Rieti,Good,1,45,1,27,1,Europe
United States of America,Rio Rancho,Good,1,14,10,37,2,North America
United States of America,Riverbank,Moderate,2,25,11,53,3,North America
United States of America,Riverdale,Moderate,2,25,12,67,8,North America
United States of America,Riverdale,Moderate,2,25,12,67,8,North America
United States of America,Riverdale,Moderate,2,25,12,67,8,North America
Saudi Arabia,Riyadh,Unhealthy,1,44,1,196,22,Asia
France,Roanne,Good,1,24,2,39,1,Europe
France,Rombas,Good,1,23,3,24,1,Europe
United States of America,Ronkonkoma,Good,1,28,11,50,2,North America
Poland,Ropczyce,Moderate,1,17,6,60,1,Europe
United States,Roseau,Unhealthy,0,25,0,100,0,North America
Italy,Rosolini,Moderate,1,28,4,68,3,Europe
United Kingdom of Great Britain and Northern Ireland,Royal Leamington Spa,Good,1,13,8,36,1,Europe
United States of America,Royal Oak,Unhealthy,5,4,29,157,1,North America
Netherlands,Rozenburg,Good,0,36,1,28,3,Europe
Indonesia,Sabang,Good,1,23,0,40,0,Asia
Italy,Sacile,Moderate,1,43,2,56,0,Europe
Japan,Sakata,Good,1,37,0,29,2,Asia
Ukraine,Saky,Good,1,43,1,41,1,Europe
Mexico,Salinas,Good,1,25,1,21,1,North America
Mexico,Salinas,Good,1,25,1,21,1,North America
Mexico,Salinas,Good,1,25,1,21,1,North America
Mexico,Salinas,Good,1,25,1,21,1,North America
Thailand,Samut Sakhon,Moderate,1,23,0,53,0,Asia
India,Sanaur,Unhealthy,3,180,2,167,6,Asia
India,Saraikela,Unhealthy,1,67,0,171,17,Asia
France,Saran,Good,1,29,2,26,3,Europe
Russian Federation,Partizansk,Good,1,33,0,20,0,Europe
Brazil,Patos,Good,0,17,0,31,0,South America
Brazil,Patos,Good,0,17,0,31,0,South America
United States of America,Pawtucket,Good,1,34,4,42,2,North America
Romania,Pecica,Moderate,1,35,1,74,1,Europe
Colombia,Pelaya,Moderate,2,5,1,53,0,South America
